row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Wax_Ext_blank.mzXML Peak height,19_Wax_Brote_22_3mg_2.mzXML Peak height,53_Wax_Brote_24_ 8mg_2.mzXML Peak height,50_Wax_Brote_24_ 8mg_1.mzXML Peak height,66_Wax_QC.mzXML Peak height,52_Wax_Brote_14_5mg_3.mzXML Peak height,35_Wax_Brote_76_08mg_3.mzXML Peak height,15_Wax_Brote_76_08mg_1.mzXML Peak height,17_Wax_Brote_33_5 mg_3.mzXML Peak height,62_Wax_Callo_56_2mg_1.mzXML Peak height,38_Wax_Callo_40_2mg_3.mzXML Peak height,34_Wax_Brote_14_5mg_2.mzXML Peak height,18_Wax_Brote_6_6mg_2.mzXML Peak height,43_Wax_Brote_33_5 mg_2.mzXML Peak height,41_Wax_Brote_12_5mg_3.mzXML Peak height,29_Wax_Brote_25_ 3 mg_3.mzXML Peak height,58_Wax_Brote_22_3mg_1.mzXML Peak height,23_Wax_Brote_50 _ 1mg_2.mzXML Peak height,28_Wax_Brote_24_ 8mg_3.mzXML Peak height,51_Wax_Brote_33_5 mg_1.mzXML Peak height,49_Wax_Brote_27_8 mg_2.mzXML Peak height,45_Wax_Callo_52_9mg_2.mzXML Peak height,63_Wax_Brote_6_8mg_2.mzXML Peak height,48_Wax_Brote_6_8mg_3.mzXML Peak height,59_Wax_Callo_40_2mg_2.mzXML Peak height,44_Wax_QC.mzXML Peak height,16_Wax_Brote_25_ 3 mg_1.mzXML Peak height,10_Wax_QC.mzXML Peak height,9_Wax_QC.mzXML Peak height,37_Wax_Brote_27_8 mg_1.mzXML Peak height,39_Wax_Callo_52_9mg_1.mzXML Peak height,22_Wax_Brote_76_08mg_2.mzXML Peak height,65_Wax_QC.mzXML Peak height,42_Wax_Callo_56_2mg_2.mzXML Peak height,36_Wax_Callo_40_2mg_1.mzXML Peak height,54_Wax_Brote_44_2 mg_1.mzXML Peak height,31_Wax_Brote_22_3mg_3.mzXML Peak height,30_Wax_Brote_33_4mg_2.mzXML Peak height,64_Wax_Brote_25_ 3 mg_2.mzXML Peak height,60_Wax_Brote_50 _ 1mg_1.mzXML Peak height,26_Wax_Brote_6_8mg_1.mzXML Peak height,12_Wax_Brote_14_5mg_1.mzXML Peak height,21_Wax_QC.mzXML Peak height,11_Wax_Callo_52_9mg_3.mzXML Peak height,27_Wax_Brote_12_5mg_2.mzXML Peak height,24_Wax_Brote_33_4mg_1.mzXML Peak height,46_Wax_Brote_33_4mg_3.mzXML Peak height,47_Wax_Brote_12_5mg_1.mzXML Peak height,40_Wax_Brote_6_6mg_2.mzXML Peak height,55_Wax_QC.mzXML Peak height,13_Wax_Brote_50 _ 1mg_3.mzXML Peak height,20_Wax_Brote_6_6mg_1.mzXML Peak height,14_Wax_Brote_44_2 mg_2.mzXML Peak height,25_Wax_Brote_44_2 mg_3.mzXML Peak height,32_Wax_QC.mzXML Peak height,61_Wax_Callo_56_2mg_3.mzXML Peak height,57_Wax_Brote_27_8 mg_3.mzXML Peak height,
3899,73.05000305175781,46.326458,,,,,,,,,,,0,0,40360.707,41905.637,0,31962.371,0,0,0,40046.062,0,30604.646,42856.203,29649.236,34951.723,0,28865.807,0,38520.414,30401.822,0,32065.3,33487.316,33507.45,29786.252,38385.727,0,35388.0,34482.1,0,30046.486,0,31736.0,36673.52,0,29151.904,0,0,30939.0,30211.479,32944.016,32333.383,40789.47,0,34833.89,0,0,35268.74,41411.973,37873.41,0,45640.85,0,0,0,37249.9,28993.074,
3952,119.05190193274213,46.395,,,,,,,,,,,0,0,0,0,0,0,0,1703.0,0,0,0,0,0,0,1614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3978,103.05000305175783,46.421665,,,,,,,,,,,0,10145.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10376.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8953.966,0,0,0,0,0,0,0,
4086,77.0455592965025,46.510006,,,,,,,,,,,0,0,0,0,0,0,0,2065.0,2105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646.0,0,0,0,0,0,0,0,0,0,1787.0,0,0,0,0,0,0,0,0,2147.5623,0,0,0,0,0,0,0,0,2013.0,0,0,0,0,
4206,86.05000518103705,46.617,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2897.5793,0,0,0,0,0,0,0,0,0,0,0,2848.0,0,0,0,2826.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774.0,0,0,0,2840.0,0,0,0,
4258,72.05262952366596,46.66375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9810.0,0,0,0,0,0,0,0,9559.0,0,0,0,11421.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9661.592,0,0,0,0,0,0,0,0,0,0,
4379,58.049628780651126,46.76875,,,,,,,,,,,0,0,0,0,9067.393,0,0,0,0,9497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9324.0,0,0,0,0,0,0,0,
4402,57.04999923706055,46.788334,,,,,,,,,,,0,0,0,0,0,7167.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290.5938,0,0,0,0,0,0,0,0,0,7216.2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4487,108.0504389789609,46.87139,,,,,,,,,,,0,0,30634.623,21780.914,0,0,30099.508,0,0,0,21060.77,0,0,0,20891.635,0,20319.635,0,0,0,37342.266,18686.588,0,23883.344,0,23011.074,0,0,0,12876.964,12821.287,15895.951,25861.19,0,0,0,0,0,36367.758,0,0,0,20682.781,0,0,0,0,16165.007,0,0,0,0,0,0,15404.567,0,0,
4537,87.05000305175781,46.933334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19942.0,0,0,0,0,0,0,0,21340.0,0,0,0,0,0,0,0,0,0,0,21324.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4546,89.05000305175781,46.942497,,,,,,,,,,,0,0,0,0,0,33848.0,0,0,0,34012.258,0,0,0,0,0,0,0,0,0,33707.742,0,0,0,0,33709.39,0,0,0,0,0,0,0,0,34314.547,0,0,0,0,33204.55,0,0,0,0,0,0,0,33486.0,0,0,0,0,0,0,0,0,33708.406,0,
4547,73.05000305175781,46.944584,,,,,,,,,,,0,0,22936.004,23526.049,0,0,0,0,0,0,23532.479,0,0,23834.0,23818.0,0,0,0,0,0,23577.0,0,22496.268,0,0,0,0,0,0,22443.68,0,0,24299.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22872.959,0,0,0,0,25672.326,0,21722.205,
4575,73.05000305175783,46.97286,,,,,,,,,,,0,27120.0,0,0,0,0,0,0,0,0,0,0,25660.26,0,0,0,0,24187.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23449.0,0,0,0,0,0,23611.0,0,0,0,0,0,0,0,0,0,0,27510.254,0,23038.863,0,0,0,
4583,104.05713404240419,46.98,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1205.9646,0,0,0,0,0,0,0,0,0,0,1012.70325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142.0,0,0,0,0,
4649,177.0329978139356,47.046665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081.7515,0,0,0,0,0,0,0,0,0,0,0,0,1219.0,0,0,0,0,0,0,0,0,0,1080.7695,0,0,0,0,0,0,0,0,
4674,73.05000305175781,47.071247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24479.885,22648.947,0,0,0,0,0,0,0,0,0,0,24082.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24084.098,0,
4675,73.05000305175781,47.073746,,,,,,,,,,,0,0,0,0,23678.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22146.502,0,0,0,24162.043,23386.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4712,73.05000305175781,47.100002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23118.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22157.693,0,0,0,23371.0,0,0,0,
4928,86.0514964612432,47.283688,,,,,,,,,,,0,0,0,2708.4985,0,0,3056.0,0,0,2864.0,0,0,0,0,0,0,0,2926.0,0,0,3125.0,0,2989.0,2933.0,0,0,3038.0,0,0,3068.0,0,0,2808.0,0,2894.0,0,0,3136.0,2720.0,2760.0,0,0,3074.0,0,0,2951.0,2765.0,0,0,0,0,3090.0,0,2975.0,0,0,0,
4967,58.04999923706055,47.31583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10348.0,0,0,0,0,0,9827.0,9511.0,0,10778.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10199.0,0,9665.958,0,0,0,0,0,0,0,0,0,
5181,87.05000305175781,47.519737,,,,,,,,,,,0,0,0,19733.855,19246.0,19642.0,20341.0,0,0,0,0,20658.0,0,20263.0,0,0,0,0,20930.0,19947.0,0,0,19573.0,20061.0,0,0,0,0,0,20246.0,0,0,19417.0,0,0,19758.0,0,0,0,19764.0,21151.0,0,0,0,0,0,19853.0,20192.0,0,0,0,21817.0,22901.0,0,0,0,0,
5205,90.04966449717011,47.53775,,,,,,,,,,,0,0,0,1901.1831,0,2024.0,0,0,2265.0,2007.0,0,2056.0,0,0,1956.0,2119.0,0,0,2133.0,2044.0,2066.0,2079.0,1943.0,2016.0,1946.0,2032.0,2245.0,0,0,0,2071.0,0,1995.0,2060.0,2021.0,2039.0,0,2084.0,1941.0,0,0,0,0,0,2066.0,2135.0,1972.0,0,2027.0,0,0,0,2273.0,0,0,0,1992.0,
5343,58.04999923706055,47.685997,,,,,,,,,,,0,0,0,0,0,0,9827.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10094.0,0,0,9800.0,0,0,0,10255.0,0,0,0,0,0,0,0,0,0,0,9805.0,0,0,0,0,0,0,0,0,
5794,116.07080590261144,48.10875,,,,,,,,,,,0,0,0,1240.1973,0,0,0,0,0,1236.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514.0,0,1212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5811,89.05000305175781,48.173485,,,,,,,,,,,0,39145.027,0,0,34226.332,36418.0,36773.0,41297.0,40404.812,0,36046.555,37078.0,40425.0,36507.0,36218.0,37734.0,36274.0,37421.87,0,36269.0,35999.0,36009.0,35685.0,35845.0,35708.0,35474.0,41189.0,0,0,36265.0,36484.0,38507.0,34972.0,0,36403.04,36173.0,36910.0,37535.0,0,35789.0,0,41272.0,38374.0,40648.0,37587.0,37938.0,36109.0,35931.0,35380.0,35447.0,0,38764.24,41382.0,37700.82,36516.0,35175.0,36177.0,
5817,89.05000305175781,48.179443,,,,,,,,,,,0,0,35146.21,34896.16,0,0,0,0,0,35190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40850.0,42179.0,0,0,0,0,35466.92,0,0,0,0,36590.0,0,37673.895,0,0,0,0,0,0,0,0,0,40604.0,0,0,0,0,0,0,
5826,57.050453699226765,48.188847,,,,,,,,,,,0,0,13531.61,13625.769,0,0,0,0,0,12355.96,13248.195,0,0,0,0,0,0,0,13874.571,0,0,15554.118,0,0,14633.637,0,0,0,0,0,14582.868,0,0,12526.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12994.368,0,14464.5625,12463.179,0,0,0,12577.174,0,
6237,72.05000305175781,48.551666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11864.704,0,0,0,0,0,10721.0,0,0,0,0,0,11100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6576,130.04847762205802,48.831665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16754.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16596.018,0,
6620,115.04941469327491,48.871662,,,,,,,,,,,0,0,0,0,0,0,0,2587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447.3857,0,0,0,0,0,0,0,0,2611.0,0,0,0,0,
6636,79.0497900509187,48.883747,,,,,,,,,,,0,0,2401.8647,0,0,0,0,0,0,0,0,0,0,2532.0,0,0,0,0,0,0,0,0,0,0,2903.0,0,0,0,0,0,0,0,0,2433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6736,117.05174565009247,48.966663,,,,,,,,,,,0,0,0,0,0,0,0,6743.0,0,0,0,5809.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6110.0,0,0,0,
6766,95.05815878694902,48.99,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419.8403,3926.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6887,91.04683532572307,49.093334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2468.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251.8726,0,0,0,0,0,0,0,0,0,2227.0,0,0,0,0,0,0,0,0,
6927,133.05000305175778,49.126667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7029.9087,0,0,0,0,0,0,0,7705.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7114.2603,0,0,0,
7095,90.05034672916774,49.263336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287.595,0,0,0,0,0,0,2389.0,0,0,0,0,0,0,
7245,102.04981073534962,49.39875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6195.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4561.0,0,0,0,0,0,4877.0,5985.0,0,0,0,
7272,91.04818863345014,49.420998,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3487.4683,0,0,0,0,0,0,0,0,0,0,3568.0,0,0,0,0,0,0,0,0,0,0,3793.484,0,0,0,0,0,0,0,0,4066.0,0,0,0,0,3360.7908,0,0,0,0,0,0,0,
7273,94.04170597383101,49.423336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20013.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6269.0,0,24253.0,0,0,0,0,0,0,0,0,0,
7282,94.029279048116,49.436665,,,,,,,,,,,0,0,0,0,0,41271.207,41147.746,0,0,0,0,0,0,0,0,0,0,10526.0,0,0,0,31746.477,0,0,0,0,0,0,0,0,0,17164.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27579.438,0,0,
7324,57.049993212346614,49.486668,,,,,,,,,,,0,0,148397.38,135430.8,0,139935.02,153831.11,160734.58,0,0,208220.23,136704.39,0,280218.03,0,0,89373.95,114835.984,133866.55,256195.05,0,144194.83,129126.95,147315.0,149603.3,116079.82,0,0,0,169254.45,155534.33,148407.58,0,0,187554.9,74186.56,121819.305,0,0,92397.65,136635.25,0,101708.88,0,0,178274.47,167699.73,132248.44,0,129618.18,0,0,99343.25,0,106529.945,0,131690.47,
7325,57.049999237060554,49.48833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130212.22,0,0,0,0,0,142566.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112705.016,0,0,0,0,0,0,0,0,0,0,0,0,
7333,57.04999923706055,49.505,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91891.98,0,0,0,0,0,0,0,0,0,0,0,0,116392.46,0,0,0,0,0,0,0,0,0,0,0,0,89082.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7334,57.04999923706055,49.505,,,,,,,,,,,0,118434.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78165.9,102383.125,0,0,0,0,0,0,0,0,0,170606.64,0,0,0,0,0,119831.875,0,0,0,0,0,0,105522.125,0,0,105512.32,0,0,0,
7373,133.05000305175778,49.555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7089.4863,0,0,0,0,0,0,0,0,7899.154,7524.4243,0,0,0,0,0,0,0,0,0,0,0,0,0,7690.5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7398,177.02927744726117,49.578335,,,,,,,,,,,0,0,0,0,0,1208.2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199.9098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.3738,0,0,0,
7476,73.05000305175781,49.650906,,,,,,,,,,,0,0,0,53097.805,0,0,0,0,129398.0,0,120581.0,0,0,0,45586.195,0,58669.0,32514.498,0,132408.0,85098.0,85606.0,0,66804.81,0,0,63409.0,0,0,0,87554.0,0,0,0,0,50993.0,0,0,51772.0,0,0,57883.0,76299.0,0,58899.0,33311.35,93813.0,0,0,77378.0,0,0,0,29803.0,0,0,71855.0,
7606,108.05686612276854,49.751667,,,,,,,,,,,0,12693.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7256.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7609,108.049888882476,49.758747,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16375.51,0,0,16105.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14377.672,0,0,0,0,0,0,0,0,12571.297,0,0,0,0,0,0,0,0,0,
7719,89.05000305175784,49.885,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,42038.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40126.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37828.0,0,0,41341.04,0,0,39010.773,0,0,
7721,88.05000305175781,49.89,,,,,,,,,,,0,0,0,0,0,0,6401.8477,0,0,0,0,6692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6463.7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7733,59.04999923706055,49.906998,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23309.725,0,0,0,23691.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26096.0,0,0,0,0,0,0,0,0,24151.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23609.713,0,
7848,75.04965069171455,50.035,,,,,,,,,,,0,0,0,0,3778.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3589.0,0,0,0,0,0,0,3259.0,0,0,0,0,0,0,0,0,0,3219.0,0,0,0,0,0,0,2830.0,0,0,0,0,2958.0,0,0,
7872,87.0500030517578,50.051666,,,,,,,,,,,0,0,0,0,0,0,0,25848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22532.0,0,0,25711.0,0,0,0,0,0,0,0,0,28305.0,0,0,0,0,0,0,24351.63,0,0,0,0,0,0,0,0,24910.0,0,0,0,0,
8067,133.04959187442944,50.218334,,,,,,,,,,,0,0,0,0,0,0,7187.4814,0,0,0,0,0,0,0,6887.7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7341.867,0,0,0,0,0,0,0,0,0,0,0,0,
8076,86.05000305175781,50.222496,,,,,,,,,,,0,0,0,0,0,0,2999.7356,0,0,0,0,0,0,0,3564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151.0,0,0,0,2873.074,0,0,0,0,0,0,0,
8806,73.05000305175781,50.86,,,,,,,,,,,0,186122.98,0,0,0,0,0,0,0,0,0,0,0,0,0,203339.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198079.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181943.25,0,0,0,0,0,
8807,89.05000305175781,50.860016,,,,,,,,,,,48456.707,0,39875.074,39552.594,39030.64,39647.06,41043.125,45861.906,45205.184,38533.18,41099.887,41144.492,43815.72,39948.62,39858.39,0,39159.48,42498.95,42129.727,39385.7,39193.3,39467.203,38911.79,39762.234,38831.746,39393.51,46121.027,45668.11,46032.79,40523.363,40741.566,42709.168,38539.277,40309.445,40851.766,39260.37,0,41867.176,38569.953,40669.434,42379.812,45692.34,42719.637,45273.555,41997.473,42412.504,39647.57,39899.56,39481.39,38802.684,45967.7,0,46142.695,42169.152,40943.48,39128.13,39341.777,
